HALTER_ID,"Age, Guardian","Gender, Guardian",City District,Primary Breed,"Year of Birth, Dog","Sex, Dog",Dog Colour
85058,61-70,w,9,Whippet,2003,m,White/Black/beige Brindle
85065,71-80,m,2,True klein,2005,w,zimt
85067,61-70,m,2,Cairn Terrier,2003,m,beige
85073,51-60,w,12,Jack Russel Terrier,2002,m,tricolor
85073,51-60,w,12,Jack Russel Terrier,2002,m,tricolor
85074,81-90,m,10,Mittelpudel,2000,m,Black
85077,81-90,m,10,Dachshund,2004,w,Black
85089,61-70,m,9,Appenzeller,2004,w,Dark Brown
85110,61-70,m,11,Gold en Retriever,2011,m,Gold en
85137,61-70,w,2,True gross,2011,w,Brown/Black
85152,61-70,m,6,True klein,2004,m,beige
85165,61-70,w,7,Boxer,2008,m,Black/Brown
85171,81-90,w,6,Yorkshire Terrier,2013,w,Brown/Black
85179,51-60,w,12,Mops,2008,w,beige
85179,51-60,w,12,Mops,2012,w,beige
85181,71-80,w,8,Afghanischer Windhund,2007,w,Black/beige
85190,61-70,m,11,Langhaardackel,2003,w,RedBrown
85198,41-50,w,10,Labrador Retriever,2010,w,Yellow
85199,81-90,w,11,Zwergschnauzer,2009,m,Black
85210,41-50,m,11,Podenco,2005,m,Brown/White
85211,51-60,w,11,Papillon,2009,m,Black/White
85214,51-60,w,12,Entlebucher,2005,m,tricolor
85217,51-60,w,12,Appenzeller,2010,m,Black/White
85220,51-60,w,11,Jack Russel Terrier,2009,m,tricolor
85223,71-80,w,11,Mittelspitz,2008,w,White
85228,61-70,w,12,Bordeaux Dogge,2005,w,Red
85233,61-70,w,11,Pudel,2014,m,Brown
85239,61-70,m,12,Deutscher Schäfer,2007,w,Grey
85239,61-70,m,12,Schipperke,1998,m,Black
85240,61-70,m,11,Berner Sennenhund,2001,w,Brown/White
85245,71-80,w,9,True klein,2007,w,tricolor
85245,71-80,w,9,True klein,2005,w,tricolor
85245,71-80,w,9,Gold en Retriever,2005,w,Gold en
85253,51-60,m,12,Beagle,2014,m,tricolor
85263,71-80,w,11,Englische Bulldogge,2014,m,fauve
85293,71-80,w,11,Malteser,1997,w,beige/White
85302,51-60,m,11,Entlebucher Sennenhund,2007,w,tricolor
85306,61-70,w,11,Prager Rattler,2004,m,Gold Brown
85308,51-60,m,11,Chihuahua,2003,m,wildfarbig
85308,51-60,m,11,Chihuahua,2004,w,beige/Brown
85326,51-60,m,12,True klein,2008,w,Black/Brown
85331,81-90,w,11,Pudel,1999,m,Black
85344,41-50,w,3,True gross,2013,w,beige
85348,71-80,w,3,True klein,2002,m,Bright Brown
85353,81-90,m,6,Papillon,2001,w,tricolor
85356,71-80,w,2,Rauhaar Dackel,2006,m,Wild Boar Coloured
85359,61-70,m,2,Podenco,2008,w,Black/White
85360,81-90,w,7,Jack Russel Terrier,2010,w,tricolor
85371,81-90,m,7,Gold en Retriever,2002,w,beige/White
85372,71-80,w,8,Cairn Terrier,2002,m,Grey/Black
85375,81-90,m,7,Zwergdackel,2004,m,Red/Brown
85379,61-70,m,3,Appenzeller,2005,w,Black/Brown/White
85389,61-70,m,9,Deutscher Schäfer,2011,m,Black
85393,51-60,w,11,Terrier,2007,w,weizen
85394,51-60,w,2,Chihuahua,2012,w,White/Brown
85394,51-60,w,2,Chihuahua,2008,w,Brown
85394,51-60,w,2,Berger des Pyrenées,2004,w,White
85404,61-70,w,8,Labrador Retriever,2003,m,Black
85411,71-80,m,6,Tervueren,2011,m,Brown/White/Black
85418,61-70,w,7,Husky,2007,w,Black/White
85426,71-80,w,12,Belgischer Schäfer,2004,w,Gold /Black
85427,61-70,w,11,Yorkshire Terrier,2003,m,tricolor
85433,51-60,w,11,Mops,2005,m,beige
85436,61-70,w,6,Havaneser,2015,w,Black/White
85437,61-70,w,6,Boxer,2015,w,RedBrown
85443,61-70,m,10,Jack Russel Terrier,2005,m,White/Brown
85461,61-70,w,6,True klein,2007,w,Black/Brown
85478,61-70,m,12,Dackel,2000,m,Black/Brown
85479,71-80,w,6,True gross,2011,w,Black/White
85482,61-70,w,6,Jack Russel Terrier,2006,w,tricolor
85482,61-70,w,6,Jack Russel Terrier,2006,w,tricolor
85483,61-70,w,7,Holländischer Schäfer,2010,w,Gold en
85485,51-60,w,11,Whippet,2005,w,gemischt
85485,51-60,w,11,Whippet,2013,m,sandfarbig
85485,51-60,w,11,Whippet,2005,m,Brindle
85485,51-60,w,11,Whippet,2004,w,Red/Black
85495,61-70,w,7,Labrador Retriever,2004,m,Brown
85495,61-70,w,7,Labrador Retriever,2001,m,choco
85505,71-80,m,7,Border Collie,2004,m,White/Black
85513,91-100,w,7,Malteser,2008,w,White
85517,71-80,m,7,Border Terrier,2009,m,RedBrown
85520,71-80,w,7,Zwergpudel,2006,w,Black
85521,71-80,w,7,Border Terrier,2002,w,red grizzle
85524,71-80,w,7,True klein,2005,m,Bright Brown
85526,81-90,w,11,Gold en Retriever,2005,w,Gold en
85529,61-70,w,7,True klein,2008,w,Brown
85530,71-80,w,7,Sheltie,2010,w,blue/merle
85539,51-60,w,7,Zwergpudel,2012,w,apricot
85539,51-60,w,7,Bergamasker,2004,w,Black/Grey
85545,71-80,w,7,Parson Jack Russell Terrier,2007,w,tricolor
85546,61-70,w,7,Flat Coated Retriever,2011,w,Brown
85550,61-70,w,7,Labrador Retriever,2013,w,Brown
85555,71-80,w,7,Flat Coated Retriever,2010,m,Brown
85564,31-40,w,7,Cocker Spaniel,2000,w,Black/Brown
85581,51-60,w,4,Labrador Retriever,2005,w,Black
85581,51-60,w,4,Labrador Retriever,2011,m,Black
85582,81-90,w,11,Langhaardackel,2000,w,Red
85589,71-80,w,11,Königspudel,2004,w,Black
85602,41-50,w,11,Altdeutscher Schäfer,2008,w,Black/Brown
85606,61-70,m,10,Labrador Retriever,2007,w,Black
85607,31-40,w,11,True gross,2015,w,blond Colour
85609,61-70,w,11,Dackel,2009,w,Red/Brown
85614,61-70,w,12,Groenendael,2008,m,Black
85637,61-70,w,11,Cairn Terrier,2007,m,weizen
85640,71-80,m,9,Labrador Retriever,2011,w,tricolor
85643,61-70,w,11,Bolonka Zwetna,2011,w,Black/White
85645,71-80,w,11,Border Terrier,2004,m,Red/Grey/Black
85648,51-60,w,11,English Setter,2006,w,tricolor
85653,41-50,w,11,True gross,2014,m,beige/White
85657,71-80,w,11,True klein,2011,w,Grey/White
85662,61-70,w,11,Yorkshire Terrier,2013,w,Black/Brown
85664,61-70,w,11,Afghane,2003,m,beige
85666,71-80,w,11,West Highland White Terrier,2005,w,White
85672,61-70,w,11,Collie,2005,w,Brown
85673,61-70,w,11,Münsterländer,2004,m,White/Brown
85678,71-80,w,11,Zwergpudel,2009,w,Black/White
85683,51-60,w,11,Hovawart,2008,w,blond Colour
85684,61-70,w,11,Collie,2013,w,White/Brown
85684,61-70,w,11,Französische Bulldogge,2008,m,Brindle
85684,61-70,w,11,Chihuahua,2008,m,black/tan
85688,51-60,w,11,Jack Russel Terrier,2000,w,tricolor
85696,51-60,w,11,Griffon,2013,w,Bright Brown
85697,51-60,w,11,Jack Russel Terrier,2010,m,Black/Brown/White
85701,61-70,w,11,Cairn Terrier,1999,w,brindle
85703,61-70,w,7,Yorkshire Terrier,2002,m,White
85709,61-70,w,2,Foxterrier,2012,w,tricolor
85717,81-90,w,7,Podenco,2012,w,Bright Brown/White
85723,71-80,w,8,True klein,2004,w,Black
85725,81-90,w,7,Dachshund,2009,m,RedBrown
85727,61-70,w,7,Dackel,2006,w,Brown
85731,61-70,w,7,Beauceron Berge de Beauce,2006,m,Black/Brown
85733,51-60,w,3,Weimaraner,2013,w,Silver
85735,61-70,w,10,True klein,2008,w,beige
85751,71-80,m,2,Bearded Collie,2004,m,Black/Grey/White
85755,51-60,m,8,Labrador Retriever,2015,w,Dark Brown
85768,71-80,w,8,Appenzeller,2001,m,Black/White/Brown
85770,41-50,w,8,Terrier,2003,w,Black/Brown
85777,71-80,w,3,Chihuahua,2006,m,Black/White
85777,71-80,w,3,Yorkshire Terrier,2000,w,SilverGrey
85779,51-60,w,9,Flat Coated Retriever,2006,w,Black
85779,51-60,w,9,Flat Coated Retriever,2014,w,Black
85789,51-60,w,11,Pekingese,2000,m,White/Brown/Black
85800,71-80,w,11,Berner Sennenhund,2013,w,tricolor
85809,41-50,w,11,Appenzeller,2009,m,Black/Brown/White
85812,61-70,m,10,Zwergpudel,2001,m,Black
85821,51-60,w,9,Berner Sennenhund,2013,w,tricolor
85821,51-60,w,9,Toypudel,2015,w,Black
85842,51-60,w,9,Epagneul,2001,w,Brown/White
85848,61-70,w,5,Chihuahua,2010,w,White/Brown
85869,41-50,w,9,Dalmatiner,2005,m,Black/White
85874,71-80,w,7,Labrador Retriever,2011,w,Yellow
85877,71-80,w,6,True klein,2001,w,Black/beige
85889,71-80,m,10,True klein,2006,w,White
85893,71-80,m,3,Border Terrier,2012,w,red grizzle
85900,31-40,m,2,Windhund,2008,w,tricolor
85909,51-60,w,3,Dackel,2006,m,tricolor
85909,51-60,w,3,Terrier,2011,w,Bright Brown/White
85923,51-60,w,6,Jack Russel Terrier,2001,m,tricolor
85924,91-100,w,9,True klein,1998,w,Gold Brown
85925,51-60,m,4,Holländischer Schäfer,2006,w,Black/Brown
85927,51-60,w,3,Hovawart,2015,w,blond Colour
85933,71-80,w,10,Cairn Terrier,2013,w,weizen
85938,51-60,w,11,Mops,2011,m,beige
85947,61-70,w,5,Tibet Terrier,2012,m,Black
85969,61-70,m,9,Malteser,2007,m,beige/creme
85970,41-50,m,8,True klein,1999,m,Black/Grey
85977,61-70,w,1,Zwergpinscher,2010,w,Black/Red
85985,41-50,m,4,Dalmatiner,2001,w,White/Black
85988,,m,2,Zwergpudel,2001,m,beige/White
85993,41-50,m,4,Jack Russel Terrier,2014,m,Brown/White
86018,51-60,w,9,Labrador Retriever,2003,w,Black
86022,51-60,w,8,True klein,2011,m,Brown
86023,51-60,m,7,Tschechoslowakischer Wolfshund,2013,m,Grey
86023,51-60,m,7,Schäfer,2011,m,tricolor
86023,51-60,m,7,Schäfer,2001,m,Black/Yellow
86026,41-50,m,7,Tervueren,2007,m,Red
86028,71-80,m,4,Shih Tzu,2011,m,Black/White
86046,71-80,w,7,King Charles Spaniel,2004,w,tricolor
86052,51-60,m,11,Hovawart,2010,m,Brown
86055,71-80,w,4,West Highland White Terrier,2000,w,Brindle
86060,71-80,m,3,True klein,2001,w,Black/Brown
86063,61-70,w,5,Schäfer,2002,w,Black/Brown
86068,31-40,w,6,True klein,2001,w,Black/White
86072,61-70,w,11,West Highland White Terrier,2012,w,White
86081,61-70,m,8,Schäfer,2010,m,Brown/Black
86086,61-70,w,7,Gordon Setter,2011,w,black/tan
86086,61-70,w,7,Gordon Setter,2014,w,black/tan
86088,41-50,w,4,Bergamasker,2001,m,Grey/Black
86095,31-40,m,7,Cane Corso,2014,m,Brindle
86105,81-90,w,3,Malteser,2005,m,White
86106,51-60,w,11,Schnauzer,2009,m,White/Black
86109,41-50,w,11,Havaneser,2013,w,sable/Red
86110,51-60,m,7,Cairn Terrier,2002,m,Brown
86110,51-60,m,7,Gold en Retriever,2009,m,Gold en
86118,71-80,w,9,Pekingese,1999,m,Brown
86121,51-60,w,4,Malteser,2002,m,White
86124,71-80,m,4,Dackel,2001,m,Red
86124,71-80,m,4,Dachshund,2000,m,Red
86124,71-80,m,4,Dackel,2001,m,Red
86127,71-80,m,2,Norwich Terrier,2005,m,Red
86127,71-80,m,2,Norwich Terrier,2005,m,Red
86129,51-60,w,5,Französische Bulldogge,2008,m,White/Black
86133,51-60,w,10,Bergamasker,2001,m,blue merle/White
86134,71-80,m,12,Katalanischer Hirtenhund,2001,m,sable
86137,41-50,m,9,Jack Russel Terrier,2011,w,White/Black
86139,51-60,w,4,Jack Russel Terrier,2001,w,Brown/White/Black
86140,61-70,w,2,Cairn Terrier,2001,w,beige
86167,41-50,w,10,Cocker Spaniel,2001,w,Black
86175,51-60,w,7,True klein,2000,w,Black
86178,41-50,m,2,Labrador Retriever,1999,w,Black/White
86181,51-60,w,10,Labrador Retriever,2001,w,Yellow
86192,71-80,w,10,Russischer Terrier,2010,w,sable
86195,41-50,w,3,Berger des Pyrenées,2015,w,White/Brown
86198,51-60,m,9,True klein,2006,w,Black/Brown
86198,51-60,m,9,True klein,2008,w,Brown/Black
86200,51-60,w,6,Französische Bulldogge,2008,m,White/Black
86201,31-40,w,3,Parson Jack Russell Terrier,2001,w,White/Brown
86206,71-80,w,12,Bernhardiner,2011,m,Brown/White
86207,41-50,w,3,Yorkshire Terrier,2001,m,blue/tan
86216,41-50,w,5,True klein,2001,w,Black/White
86226,71-80,w,9,Pudel,2007,m,black/tan
86226,71-80,w,9,Zwergpudel,2013,m,apricot
86238,51-60,w,3,Toypudel,2001,m,Black/Brown
86253,41-50,m,9,True klein,2004,m,Black
86261,51-60,m,6,Pinscher,2001,m,Red
86262,41-50,w,7,Labrador Retriever,2011,w,Grey
86262,41-50,w,7,Cairn Terrier,2007,w,Red
86263,51-60,w,9,True klein,2001,m,tricolor
86268,51-60,w,7,Schäfer,2001,w,Black/Yellow
86271,51-60,w,10,Gold en Retriever,2008,w,Gold en
86281,71-80,w,4,Pekingese,1999,m,Brown/White
86282,51-60,w,2,Podenco,2008,w,beige
86282,51-60,w,2,Podenco,2007,m,beige
86285,61-70,m,7,Gold endoodle,2013,m,White/beige
86289,51-60,w,11,Pekingese,2001,m,Brown/White
86294,51-60,m,5,Magyar Viszla,2015,w,Brown
86298,61-70,w,12,Schweizer Sennenhund,2003,w,Brown/Black
86309,61-70,m,9,Vizsla,2001,w,Yellow
86316,71-80,m,10,Flat Coated Retriever,2014,m,Black
86319,51-60,w,9,True klein,2006,w,Black
86320,41-50,m,5,Chihuahua,2014,m,White/Black
86328,41-50,w,11,Podenco,2004,w,White/beige
86330,61-70,m,8,Jack Russel Terrier,1998,w,White/beige
86331,41-50,m,11,True gross,2014,w,Black/beige
86359,61-70,w,7,True klein,2002,w,beige
86365,61-70,m,4,Border Collie,2006,w,tricolor
86367,51-60,m,11,Mittelpudel,2010,w,apricot
86369,31-40,w,7,Labrador Retriever,2012,w,Black/Brown
86369,31-40,w,7,Mops,2005,w,Black
86370,51-60,w,3,True klein,2010,w,Red
86374,61-70,w,10,Norwich Terrier,2001,w,Red
86375,71-80,w,6,Mops,2010,w,beige/Black
86380,41-50,m,7,Sibirischer Husky,2007,m,beige/White
86388,51-60,m,2,Gold en Retriever,2004,m,blond Colour
86391,41-50,w,3,True klein,2001,w,Black/White
86391,41-50,w,3,True klein,2004,w,White
86399,51-60,w,11,English Cocker Spaniel,2012,m,Brown Dull Grey
86403,41-50,w,7,Labrador Retriever,2015,m,Gold en
86409,51-60,w,11,Pekingese,2011,m,beige
86409,51-60,w,11,Pekingese,2007,w,Brown
86429,51-60,w,12,Schäfer,2014,m,Black/Brown
86433,51-60,m,10,Pointer,2012,w,Black/White
86441,71-80,w,6,American Cocker Spaniel,2009,m,Black/White
86447,61-70,w,10,Irish Terrier,2001,w,Red
86447,61-70,w,10,Irish Terrier,2014,w,Red
86482,41-50,w,3,Sibirischer Husky,2012,w,Grey
86494,31-40,m,10,Coton de Tulear,2000,m,White/creme
86499,51-60,w,4,True klein,2012,m,Black/White
86500,61-70,w,7,Cavalier King Charles Spaniel,2011,m,Brown
86506,51-60,w,6,Yorkshire Terrier,2001,w,blue/tan
86508,61-70,m,5,Spitz,2000,w,Black/Brown
86523,41-50,w,1,Lagotto Romagnolo,2010,w,Brown
86529,41-50,m,8,Continental Bulldog,2009,m,Brindle
86529,41-50,m,8,Französische Bulldogge,2007,m,Black/Brown Brindle
86533,71-80,m,2,Lagotto Romagnolo,2001,m,Brown
86535,51-60,w,8,Mops,2013,w,Black
86535,51-60,w,8,Mops,2013,m,Silver
86539,71-80,m,2,True klein,2001,w,beige
86552,51-60,w,3,Lhasa Apso,2000,m,sandfarbig
86554,51-60,w,10,Berner Sennenhund,2009,w,tricolor
86556,31-40,w,12,Gold en Retriever,2002,m,Gold en
86570,71-80,w,7,Labrador Retriever,2010,w,choco
86580,81-90,w,10,Pudel,2006,m,apricot
86586,71-80,w,8,True klein,1999,w,Black
86593,51-60,w,7,Grosspudel,2008,w,Black
86594,51-60,w,7,Pudel,2001,m,Black
86602,51-60,m,2,Appenzeller,2002,m,Black/Brown/White
86603,51-60,w,8,True klein,2002,w,Black/White
86605,71-80,w,6,Papillon,2003,w,tricolor
86609,81-90,w,2,Pudel,2001,m,apricot
86610,51-60,w,2,Russischer Terrier,2015,m,Black
86620,71-80,w,10,Yorkshire Terrier,2001,w,blue/tan
86624,51-60,w,2,True klein,2013,w,Black
86636,61-70,m,8,True klein,2003,m,Brown/Black
86636,61-70,m,8,True klein,2002,w,Black
86638,71-80,m,12,Deutscher Schäfer,2002,m,tricolor
86643,51-60,m,5,Cocker Spaniel,2002,m,Brown
86647,41-50,w,10,Bretonischer Spaniel,2002,m,Red/White
86660,61-70,w,2,Jack Russel Terrier,2002,w,Brown/White
86660,61-70,w,2,True klein,2014,m,Black/Brown
86671,61-70,w,11,Tibet Terrier,2002,w,fauve
86675,71-80,m,12,Yorkshire Terrier,2013,w,Black
86684,71-80,w,3,Norwich Terrier,2002,w,Red
86691,51-60,w,2,Riesenschnauzer,2008,w,Black
86692,51-60,m,7,Labrador Retriever,2014,w,Brown
86693,61-70,m,5,Pudel,2002,m,Black/Brown
86700,51-60,w,11,Dackel,2002,w,Brown
86708,61-70,w,7,Chihuahua,2008,w,Red
86712,41-50,w,9,Dalmatiner,2002,m,White/Black
86715,41-50,m,3,Chihuahua,2002,m,Brown
86716,41-50,w,2,True klein,2015,w,tricolor
86722,71-80,w,9,Toypudel,2002,m,SilverGrey
86723,31-40,w,6,Labrador Retriever,2009,w,blond Colour
86727,41-50,w,12,Bolonka Zwetna,2011,w,White
86728,31-40,w,2,Mittelpudel,2015,w,apricot
86730,51-60,w,9,Border Terrier,2011,m,grizzle
86730,51-60,w,9,Border Terrier,2002,m,red grizzle
86733,81-90,m,11,Pudel,2001,w,White/beige
86743,71-80,m,2,Schäfer,2007,m,Black/beige
86744,31-40,w,7,Husky,1997,m,BlueDull Grey
86750,51-60,w,11,Labrador Retriever,2008,m,Brown
86752,41-50,w,10,English Setter,2012,m,White/orange
86754,71-80,m,3,Chihuahua,2013,m,White/Brown
86756,41-50,w,2,Jack Russel Terrier,2002,m,White/Black/Brown
86757,61-70,w,7,Labrador Retriever,2015,w,Black
86763,51-60,m,11,Jack Russel Terrier,2003,m,White/Black/Brown
86763,51-60,m,11,Jack Russel Terrier,2008,w,tricolor
86763,51-60,m,11,Jack Russel Terrier,2011,m,Red/White
86766,51-60,w,4,Parson Russell Terrier,2009,w,White/Red
86777,51-60,m,10,Bergamasker,2002,w,Grey/beige
86781,41-50,w,11,Gordon Setter,2015,w,Black/Brown
86785,61-70,w,10,Labrador Retriever,2007,w,Black
86788,61-70,w,1,True klein,2014,w,White/beige
86790,61-70,w,4,Malteser,2012,m,beige
86791,81-90,w,2,Pudel,2002,m,Black
86795,71-80,w,12,Grosspudel,2013,m,Silver
86798,41-50,m,3,Labrador Retriever,2001,m,beige
86799,61-70,m,8,Beagle,2005,m,tricolor
86799,61-70,m,8,Gold en Retriever,2002,w,Black/White
86803,81-90,w,4,Yorkshire Terrier,2008,m,black/tan
86804,51-60,w,6,West Highland White Terrier,2002,m,White
86805,41-50,m,6,Petit Basset Griffon,2005,m,tricolor
86806,51-60,w,9,Appenzeller Sennenhund,2002,m,Black/Brown
86811,61-70,w,12,True klein,2012,m,Black/White
86812,61-70,m,6,Jack Russel Terrier,2006,m,Brown/White/Black
86815,51-60,w,7,West Highland White Terrier,2002,w,White
86822,31-40,w,2,Yorkshire Terrier,2009,w,blue/tan
86822,31-40,w,2,Yorkshire Terrier,2012,w,blue/tan
86837,51-60,w,7,West Highland White Terrier,2004,w,White
86837,51-60,w,7,West Highland White Terrier,2007,m,White
86839,71-80,w,12,Zwergpudel,2013,m,Black
86850,31-40,m,4,Terrier,2007,w,beige/White
86853,61-70,w,5,Schweizer Sennenhund,2002,m,Black
86855,61-70,w,1,Berner Sennenhund,2002,m,Brown
86860,41-50,w,11,Foxterrier,2011,w,tricolor
86872,71-80,m,5,Jack Russel Terrier,2004,m,Black/White
86873,51-60,w,11,Cocker Spaniel,2012,m,Black
86874,51-60,w,7,Lagotto Romagnolo,2008,m,White
86875,61-70,m,9,Labrador Retriever,2010,w,Yellow
86878,31-40,m,11,Labrador Retriever,2002,w,blond Colour
86879,81-90,m,4,True klein,1999,w,Bright Brown
86892,61-70,w,7,Terrier,2002,m,Black/Brown
86897,71-80,w,12,Chihuahua,2007,w,White/Brown
86901,41-50,w,2,Border Collie,2004,m,tricolor
86901,41-50,w,2,True gross,2013,m,Bright Brown/White
86903,31-40,w,6,Jack Russel Terrier,2002,w,Brown/White
86908,61-70,w,9,Cairn Terrier,2002,m,Brown Brindle
86923,51-60,w,7,Entlebucher,2004,w,Black/White/Brown
86925,61-70,w,2,True klein,2010,m,Brown
86933,61-70,w,9,Sibirischer Husky,2001,m,beige/Grey/White
86938,41-50,w,1,Podenco,2011,w,Brown/White
86938,41-50,w,1,Podenco,2013,m,Brown/White
86939,61-70,w,10,Hirtenhund,2004,w,Black
86944,71-80,w,9,Yorkshire Terrier,2002,m,blue/tan
86946,31-40,w,8,Labrador Retriever,2002,w,Yellow
86949,41-50,m,10,West Highland White Terrier,2002,m,White
86959,51-60,w,7,Bolonka Zwetna,2013,w,Brown
86959,51-60,w,7,Labrador Retriever,2007,w,Black
86961,51-60,m,11,Pinscher,2011,m,black/tan
86967,51-60,m,9,Dalmatiner,2012,w,White/Brown
86971,61-70,w,11,Beagle,2002,m,Red/White
86972,41-50,m,11,Chinese Crested Powderpuff,2002,m,Black/White
86975,51-60,m,8,True klein,2002,w,beige
86977,51-60,w,3,Welsh Corgi Cardigan,2008,m,tricolor
86980,61-70,w,10,Jack Russel Terrier,2003,w,tricolor
86992,71-80,m,3,Dachshund,2002,m,Black/Red
86995,51-60,w,6,True gross,2008,m,Black/White
86998,61-70,w,7,Bergamasker,2004,w,tricolor
87003,31-40,w,11,Berner Sennenhund,2003,m,Black/Brown/White
87007,61-70,w,9,Malteser,2002,m,White
87015,51-60,m,10,Border Collie,2007,w,Black/White
87035,51-60,w,6,Holländischer Schäfer,2015,w,Brindle
87038,51-60,m,4,Bichon frisé,2002,w,White
87044,31-40,m,10,Gold en Retriever,2002,w,Black
87050,61-70,w,3,Labrador Retriever,2011,m,choco
87058,41-50,w,6,Jack Russel Terrier,2008,w,Brown/Black
87061,51-60,w,7,Cavalier King Charles Spaniel,2002,m,Brown/White
87063,71-80,w,6,True klein,2003,m,Grey
87063,71-80,w,6,Cairn Terrier,2002,m,Grey/Black
87068,41-50,w,4,Schäfer,2002,w,Black
87070,61-70,w,10,Tibet Terrier,2013,w,fauve
87071,41-50,m,11,Rhodesian Ridgeback,2011,w,Red
87104,31-40,w,11,Pekingese,2001,m,Brown
87109,61-70,w,2,Grosspudel,2015,w,White/creme
87112,51-60,w,10,Yorkshire Terrier,2002,w,Brown/Black
87114,41-50,w,2,True klein,2002,w,Bright Brown
87117,61-70,w,10,Jack Russel Terrier,2001,w,Black/White
87118,51-60,w,9,Pudel,2011,w,Grey/Brown
87123,51-60,w,3,True klein,2004,m,Black
87141,41-50,m,10,Parson Jack Russell Terrier,2002,w,tricolor
87143,41-50,m,12,Malteser,2003,m,White
87145,71-80,m,2,Flat Coated Retriever,2014,w,Black
87149,31-40,w,11,Continental Bulldog,2009,w,Brindle
87153,51-60,w,9,Bolonka Zwetna,2012,w,black/tan
87158,31-40,w,2,Labrador Retriever,2004,w,tricolor
87158,31-40,w,2,Collie,2000,w,Black/Brown
87158,31-40,w,2,True klein,2009,w,Bright Brown
87159,51-60,w,8,Rauhaar Dackel,2002,m,Wild Boar Coloured
87159,51-60,w,8,ZwerGreyhaardackel,2012,m,Wild Boar Coloured
87159,51-60,w,8,Dachshund,2014,w,sandfarbig
87174,31-40,m,9,True klein,2004,w,Brown/White
87184,41-50,w,11,Rhodesian Ridgeback,2015,m,Red
87185,51-60,w,9,Boxer,2014,w,Brown
87201,41-50,w,7,Jack Russel Terrier,2012,m,tricolor
87210,31-40,m,10,True klein,2002,m,Black
87210,31-40,m,10,True klein,2002,m,beige/Brown/Black
87212,41-50,w,11,True klein,2002,m,White/Brown
87217,41-50,m,11,Zwergpudel,1999,w,Black
87218,61-70,w,3,Boxer,2011,w,Brown/Black/White
87218,61-70,w,3,Deutscher Schäfer,2010,w,Brown/Black
87219,51-60,w,10,Pudel,2002,w,Black
87222,51-60,m,7,True klein,2002,m,Black/White
87241,31-40,w,2,True klein,2001,w,Brown/Black
87249,41-50,w,12,Labrador Retriever,2012,m,Black
87252,71-80,w,11,Border Collie,2002,w,White/Brown
87257,61-70,m,7,True klein,2003,m,Black/Brown
87259,61-70,w,6,West Highland White Terrier,2003,m,White
87265,71-80,w,11,Jack Russel Terrier,2003,m,tricolor
87281,51-60,w,12,West Highland White Terrier,2003,w,White
87284,41-50,w,11,Border Terrier,2003,m,Red/Brown
87285,71-80,w,7,Cavalier King Charles Spaniel,2015,w,ruby
87289,51-60,w,7,Mittelschnauzer,2001,m,Black
87295,41-50,w,12,English Cocker Spaniel,2003,w,Bright Brown
87297,41-50,w,7,Russischer Terrier,2009,w,Black
87297,41-50,w,7,Bolonka Zwetna,2014,m,Brown/beige
87304,41-50,m,11,Jack Russel Terrier,2004,w,beige/White
87307,31-40,w,6,Border Collie,2009,w,Black/White
87309,51-60,w,7,Berger des Pyrenées,2010,m,beige
87318,61-70,w,11,Jack Russel Terrier,2002,m,White/Brown
87328,61-70,w,11,Briard,2006,w,Brown
87331,31-40,w,11,Rhodesian Ridgeback,2014,m,weizen
87334,61-70,m,9,Labrador Retriever,2004,m,Black
87346,71-80,w,10,Mittelpudel,2011,w,Black
87347,31-40,m,2,Jack Russel Terrier,2010,m,tricolor
87348,31-40,w,9,True klein,2003,m,Brown/Black
87349,51-60,w,4,Berger des Pyrenées,2003,m,Grey/Black
87353,71-80,m,7,Volpino,1999,w,Brown/Black
87356,51-60,w,2,True klein,2003,m,Black/White
87360,61-70,m,12,Beagle,2003,w,tricolor
87362,41-50,m,10,Irish Terrier,2015,m,beige/Brown
87369,31-40,m,3,Spitz,2003,m,Black
87373,61-70,m,2,Labrador Retriever,2003,m,Black
87375,61-70,w,7,Cairn Terrier,2003,m,Grey/Brown
87376,61-70,m,12,Spitz,2003,m,White
87377,61-70,m,7,True klein,2003,m,Bright Brown
87385,81-90,w,2,Pudel,2011,m,White
87385,81-90,w,2,Pudel,2004,w,Black
87385,81-90,w,2,Pudel,2011,m,Black
87386,41-50,m,8,Shih Tzu,2003,w,tricolor
87387,61-70,w,3,Pekingese,2010,m,Red/Brown
87389,31-40,w,6,Prager Rattler,2007,w,black/tan
87389,31-40,w,6,Prager Rattler,2008,m,black/tan
87393,61-70,w,10,Mittelpudel,2015,m,Black/Silver
87394,51-60,m,9,Bolonka Zwetna,2014,w,Black/White
87402,71-80,m,11,Pekingese,2015,w,beige
87406,71-80,w,10,Terrier,2002,m,White
87408,41-50,m,11,True klein,2002,w,Brown
87413,61-70,w,7,Soft Coated Wheaten Terrier,2003,w,White/beige
87424,51-60,w,6,Jack Russel Terrier,2003,m,Black/White
87431,31-40,w,9,American Bulldog,2012,m,Black/White
87433,71-80,m,3,Appenzeller,2003,w,tricolor
87437,51-60,m,3,Chihuahua,2003,m,Brown
87438,51-60,w,6,Coton de Tulear,2003,w,White/Brown
87447,51-60,w,11,Terrier,2002,w,Brown
87447,51-60,w,11,American Staffordshire Terrier,2008,m,Brindle
