HALTER_ID,"Age, Guardian","Gender, Guardian",City District,Primary Breed,"Year of Birth, Dog","Sex, Dog",Dog Colour
124036,31-40,w,3,Mittelpudel,2014,w,Black
124037,31-40,m,12,Pinscher,2012,w,Black/Brown
124037,31-40,m,12,Pinscher,2012,m,Black/Brown
124048,31-40,m,1,Sibirischer Husky,2007,m,Grey/White
124049,51-60,m,2,Yorkshire Terrier,2009,w,black/tan
124080,31-40,w,3,Gold en Retriever,2014,m,beige
124082,51-60,w,7,Deutscher Schäfer,2014,m,Black/Brown
124137,31-40,m,3,True klein,2014,m,Black
124139,31-40,w,9,Samojede,2014,m,White
124165,41-50,m,12,Chihuahua,2009,w,beige
124170,41-50,w,12,Yorkshire Terrier,2009,m,Black/Brown
124240,31-40,w,9,Cocker Spaniel,2013,m,Red
124241,41-50,m,12,Chihuahua,2012,w,Black/Brown
124241,41-50,m,12,Chihuahua,2011,w,White
124242,31-40,w,2,Dachshund,2012,w,Brown
124243,21-30,m,12,Französische Bulldogge,2012,m,Dark  Brindle
124250,21-30,w,12,Chihuahua,2009,m,tricolor
124251,31-40,m,11,True klein,2007,w,Yellow
124254,31-40,m,1,Labrador Retriever,2009,m,Black
124259,31-40,m,12,Mops,2014,m,beige
124266,41-50,w,2,Canaan Dog,2011,w,White/Brown
124268,51-60,w,1,Zwergspitz,2014,m,beige
124322,61-70,w,10,Havaneser,2014,m,Black/White
124332,21-30,w,11,Französische Bulldogge,2014,m,Brown
124336,31-40,w,6,Cocker Spaniel,2010,w,Red
124346,21-30,w,11,Labrador Retriever,2014,w,Black
124351,31-40,w,2,Labrador Retriever,2014,m,Brown
124359,31-40,w,2,Chihuahua,2009,m,White/beige
124359,31-40,w,2,Podenco,2007,w,Bright Brown
124368,51-60,w,12,Russkiy Toy,2013,m,Brown
124371,71-80,m,12,Schäfer,2010,w,Brown/Black
124374,21-30,w,11,Chihuahua,2014,m,red merle
124375,51-60,w,11,Yorkshire Terrier,2009,m,Black/Brown
124376,31-40,w,11,Mops,2014,m,Black
124377,31-40,w,2,Labrador Retriever,2014,m,choco
124380,21-30,m,9,Rhodesian Ridgeback,2014,w,red-wheaten
124381,41-50,w,8,Berner Sennenhund,2014,w,Black/Brown/White
124382,31-40,m,2,Labrador Retriever,2014,m,Silver
124383,31-40,w,4,Malteser,2014,w,White/creme
124385,31-40,w,11,Rhodesian Ridgeback,2014,w,Brown/White
124387,31-40,w,11,Chihuahua,2005,m,White/Brown
124392,31-40,m,7,Französische Bulldogge,2014,w,Black
124394,51-60,m,11,Ratero,2011,w,Brown
124395,31-40,m,2,Labrador Retriever,2013,w,Black
124397,31-40,w,9,Appenzeller,2013,w,Red/White
124402,71-80,w,6,True klein,2012,w,beige/Black
124403,51-60,w,7,True gross,2011,w,beige/Red
124413,21-30,m,6,Französische Bulldogge,2014,w,White/Black
124415,21-30,w,7,Königspudel,2005,m,Silver
124417,51-60,w,3,Gold en Retriever,2014,m,Gold en
124426,31-40,w,3,Zwergspitz,2012,w,Black/White
124427,41-50,m,11,Yorkshire Terrier,2012,m,black/tan
124428,21-30,w,4,Beagle,2013,m,beige
124430,31-40,m,7,Zwergdackel,2007,m,Brown
124430,31-40,m,7,Zwergdackel,2010,m,Black
124432,41-50,m,10,American Cocker Spaniel,2012,m,Brown
124432,41-50,m,10,American Cocker Spaniel,2009,m,Black
124434,51-60,w,12,Altdeutscher Schäfer,2014,w,Black/Yellow
124435,41-50,w,10,Jack Russel Terrier,2009,m,Bright Brown
124436,31-40,m,12,Französische Bulldogge,2012,m,beige
124446,31-40,w,10,Podenco,2009,w,tricolor
124467,51-60,w,3,Chihuahua,2013,w,Brown/beige
124469,20-Nov,m,9,Husky,2013,w,Grey/White
124472,21-30,w,11,Chihuahua,2013,m,Black/White
124476,31-40,m,10,Labrador Retriever,2014,m,Grey
124479,41-50,w,10,Grosspudel,2013,w,Silver
124481,21-30,m,10,Labrador Retriever,2010,m,Black
124493,21-30,m,6,Redtweiler,2011,w,Black/Brown
124497,21-30,w,9,Chihuahua,2011,m,White
124507,41-50,m,3,Zwergpinscher,2011,m,Brown
124510,41-50,w,8,Mops,2007,w,beige
124511,41-50,w,7,Pudel,2011,w,tricolor
124512,51-60,m,4,Französische Bulldogge,2006,w,Black Brindle
124520,31-40,w,9,Chihuahua,2007,w,Black/Brown
124522,71-80,w,10,Norfolk Terrier,2010,w,Bright Brown
124531,51-60,w,11,Dalmatiner,2014,w,White/Brown
124535,21-30,w,11,Collie,2012,w,Gold /sable
124537,21-30,w,12,Yorkshire Terrier,2014,m,black/tan
124540,21-30,w,2,American Bulldog,2011,m,tricolor
124543,31-40,w,9,Schäfer,2010,w,White
124545,71-80,w,11,Dackel,2007,m,RedBrown/White
124549,71-80,m,5,English Setter,2008,w,Black/White
124552,61-70,m,9,Coton de Tulear,2004,m,White
124556,51-60,w,4,Chihuahua,2011,m,Black/White
124559,41-50,m,9,Husky,2014,m,Black/Grey/White
124562,31-40,w,11,Labrador Retriever,2014,w,Black
124563,31-40,w,4,Podenco,2008,w,Black
124569,31-40,w,3,Französische Bulldogge,2011,w,Brown
124585,51-60,w,11,Deutscher Schäfer,2013,m,Brown/Black
124587,51-60,w,2,True klein,2012,m,Brown
124589,81-90,w,10,Französische Bulldogge,2011,m,Brown/White
124591,31-40,w,9,Russkiy Toy,2011,w,Red
124593,41-50,w,2,Pudel,2011,m,Silver
124594,41-50,m,4,Bolonka Zwetna,2013,m,Grey/Black
124595,81-90,w,11,True klein,2000,w,Black/Brown
124612,21-30,m,12,Mops,2011,w,beige
124618,31-40,m,9,True klein,2011,w,Brown
124628,31-40,w,4,Pointer,2011,w,Brown
124633,41-50,w,2,Französische Bulldogge,2010,w,White/Black
124636,41-50,w,7,True klein,2010,w,Black/White
124637,61-70,w,3,Chihuahua,2011,m,White/beige
124645,51-60,w,3,True klein,2014,w,Brown
124647,31-40,w,5,Labrador Retriever,2014,m,Black
124648,41-50,w,5,Pudel,2011,m,apricot
124649,61-70,w,10,Dackel,2004,w,Brown
124649,61-70,w,10,Dackel,2007,w,Wild Boar Coloured
124650,21-30,w,8,Mops,2011,m,Brindle
124651,21-30,w,4,Labrador Retriever,2014,m,White/Brown
124651,21-30,w,4,Schäfer,2005,m,tricolor
124652,31-40,w,8,Schnauzer,2012,w,Black
124653,41-50,w,7,True gross,2014,m,tricolor
124654,21-30,w,9,Mops,2014,m,Bright Brown
124655,21-30,m,12,Chow Chow,2011,m,Red
124661,21-30,m,1,Beagle,2012,w,Black/White/Brown
124665,21-30,m,10,True klein,2014,m,Brown/White
124666,31-40,w,2,Labrador Retriever,2011,m,beige
124668,51-60,m,11,Jack Russel Terrier,2006,w,White/beige
124670,51-60,m,7,Gold en Retriever,2014,m,Gold en
124671,61-70,w,3,Malteser,2010,w,White/Black
124671,61-70,w,3,Malteser,2015,w,White
124672,41-50,w,9,Malteser,2014,m,White
124673,41-50,m,10,Dackel,2011,w,Brown
124674,21-30,w,11,Podenco,2005,m,Brown/White
124675,31-40,w,2,Cocker Spaniel,2005,w,Black
124692,31-40,w,9,Appenzeller Sennenhund,2010,w,Black/Brown
124693,61-70,m,3,Berner Sennenhund,2014,m,tricolor
124694,31-40,w,11,Jack Russel Terrier,2010,w,White
124702,21-30,w,11,Zwergspitz,2014,m,White
124707,21-30,w,11,True klein,2010,w,beige
124729,61-70,m,3,Border Collie,2010,m,Black/White
124730,61-70,w,3,Border,2012,w,Black/White
124733,31-40,m,10,Mops,2009,m,beige
124735,71-80,w,3,Norwich Terrier,2006,m,beige/Red
124737,51-60,w,6,Irish Soft Coated Wheaten Terrier,2009,m,weizen
124749,31-40,w,9,Yorkshire Terrier,2010,m,White
124757,31-40,w,10,Mops,2010,w,beige
124759,21-30,m,9,True gross,2011,m,Black/White
124764,41-50,w,8,Labradoodle,2014,w,apricot
124765,41-50,w,7,Zwergschnauzer,2014,m,Black
124766,31-40,m,4,Mops,2010,m,beige
124767,41-50,m,4,Dackel,2012,w,White/Brown
124770,21-30,m,9,Yorkshire Terrier,2010,m,Black/Brown
124783,41-50,m,3,Chihuahua,2009,m,beige
124784,31-40,m,10,Yorkshire Terrier,2012,m,Black/Brown
124786,41-50,m,10,True klein,2010,m,Black/Brown
124789,51-60,m,9,Shih Tzu,2010,w,White/Red
124790,51-60,w,10,True gross,2014,w,Brown/Black
124791,41-50,m,7,Galgo Español,2008,w,beige
124796,41-50,m,2,Labrador Retriever,2006,m,Brown
124798,41-50,m,9,True klein,2014,w,Black/Brown
124800,51-60,w,7,Berner Sennenhund,2003,w,Black/Brown/White
124809,41-50,m,3,Chihuahua,2010,w,Brown
124811,41-50,w,2,True klein,2007,m,White/Brown
124834,31-40,w,8,Alaskan Malamute,2014,w,Black/White/Brown
124835,51-60,w,6,West Highland White Terrier,2009,w,creme
124850,21-30,w,11,Chihuahua,2014,m,creme
124852,51-60,w,12,Pekingese,2010,w,Brown
124854,21-30,w,6,Cairn Terrier,2014,m,Brown Brindle
124856,31-40,w,12,Australian Shepherd,2014,m,tricolor
124858,21-30,w,3,Französische Bulldogge,2014,m,White/Black
124893,21-30,w,10,Samojede,2014,m,White
124910,41-50,w,8,Malteser,2004,m,White
124911,21-30,w,9,Französische Bulldogge,2013,w,Red
124913,41-50,w,11,Spitz,1996,m,Wild Boar Coloured
124915,41-50,w,3,Coton de Tulear,2009,m,White
124928,41-50,m,9,Chihuahua,2010,m,White
124929,41-50,w,7,True klein,2004,w,Black/Brown
124931,51-60,w,12,Französische Bulldogge,2010,w,Brown/White/Black
124932,61-70,m,11,Pekingese,2010,m,Brown
124933,41-50,m,12,Chihuahua,2010,w,White/Brown
124936,21-30,w,12,Chihuahua,2014,m,Black/Brown
124938,21-30,m,3,Zwergspitz,2014,m,Brown
124939,31-40,w,4,True klein,2010,m,Black
124941,61-70,m,2,Gordon Setter,2008,w,Black/Brown
124970,21-30,m,1,Zwergdachshund,2010,m,White/Black
124985,41-50,m,9,Thai Ridgeback,2011,m,Black
124992,41-50,w,11,Border Terrier,2010,w,Black
124995,41-50,w,5,Bichon frisé,2014,w,White
125019,31-40,w,11,Malteser,2007,m,White
125021,21-30,w,5,Bolonka Zwetna,2010,m,Grey/Black
125023,21-30,m,11,Zwergpinscher,2010,m,Black/Brown
125025,20-Nov,w,10,Chihuahua,2010,m,Brown
125026,31-40,w,3,True klein,2012,w,Black
125030,41-50,m,9,Chihuahua,2014,w,White/Black
125032,21-30,m,6,Jack Russel Terrier,2014,w,tricolor
125033,51-60,m,8,True klein,2011,w,Black
125050,21-30,w,8,Australian Shepherd,2010,w,Red/Brown/White
125052,51-60,m,7,Beagle,2009,m,tricolor
125064,21-30,w,9,Labrador Retriever,2010,w,Black
125069,21-30,w,12,Chihuahua,2009,m,beige/Grey
125074,21-30,w,2,Jack Russel Terrier,2012,w,White/Brown
125106,20-Nov,w,11,Yorkshire Terrier,2009,w,Black/Brown
125109,41-50,w,9,Zwergspitz,2014,m,Bright Brown
125110,21-30,w,11,Chihuahua,2014,w,black/tan
125114,21-30,w,10,Pinscher,2013,m,Bright Brown
125117,31-40,m,6,Französische Bulldogge,2012,w,White/Black
125120,31-40,w,11,Pudel,2008,m,White
125121,41-50,m,7,Pomeranian,2014,m,black/tan
125123,51-60,w,4,Bichon maltais,2014,w,White
125130,31-40,w,3,Zwergspitz,2014,m,Bright Brown
125130,31-40,w,3,Zwergspitz,2015,m,Brown/Red
125168,41-50,w,6,Kooiker,2014,m,White/orange
125170,71-80,w,11,True gross,2008,m,Black
125172,71-80,w,11,Zwergpudel,2006,m,Black
125177,31-40,m,3,Französische Bulldogge,2014,w,fawn
125182,31-40,w,11,Chihuahua,2011,w,beige
125183,31-40,m,8,Malteser,2009,w,White
125196,21-30,m,9,Englische Bulldogge,2013,w,Brown/White
125196,21-30,m,9,Chihuahua,2010,m,Brown
125225,31-40,w,11,Chihuahua,2009,w,tricolor
125225,31-40,w,11,Shih Tzu,2010,m,tricolor
125227,21-30,w,4,True klein,2014,w,tricolor
125229,31-40,w,6,Schnauzer,2014,m,Black
125230,31-40,m,9,Podenco,2014,w,beige
125237,31-40,w,2,Labrador Retriever,2004,m,Black
125249,31-40,w,4,Cavalier King Charles Spaniel,2008,w,Brown/White
125254,51-60,w,2,Coton de Tulear,2009,m,White
125255,21-30,m,12,Yorkshire Terrier,2014,w,black/tan
125258,51-60,w,6,Australian Cattle Dog,2010,m,Grey/Black
125260,21-30,w,7,Flat Coated Retriever,2006,m,Black
125261,41-50,w,11,Malteser,2014,w,White
125262,41-50,w,2,Bichon,2010,m,Black/White
125273,41-50,w,6,Gold en Retriever,2009,w,Black/White
125277,61-70,w,7,Malteser,2014,m,Black/White
125294,21-30,w,12,Labrador Retriever,2014,w,Black
125305,21-30,w,3,Shiba Inu,2011,m,Bright Brown
125309,21-30,w,8,Yorkshire Terrier,2014,m,steelblue
125309,21-30,w,8,Malteser,2002,m,White
125310,21-30,w,4,Jack Russel Terrier,2014,w,RedBrown
125311,31-40,w,12,Bolonka Zwetna,2014,m,Black/Brown
125313,41-50,m,12,Französische Bulldogge,2014,m,fawn
125326,20-Nov,w,3,Chihuahua,2014,w,Brown
125328,31-40,m,3,Jack Russel Terrier,2010,m,White
125328,31-40,m,3,Jack Russel Terrier,2014,w,tricolor
125329,31-40,w,6,True klein,2012,w,beige
125330,41-50,w,10,Malteser,2014,w,White
125331,20-Nov,m,4,Biewer Yorkshire Terrier,2014,m,Black/White
125332,41-50,m,5,Chihuahua,2014,w,White/beige
125334,41-50,m,9,Gold en Retriever,2014,w,blond Colour
125338,21-30,w,4,Chihuahua,2014,m,beige/White
125339,21-30,w,9,Chihuahua,2014,m,White/beige
125342,21-30,w,12,Toypudel,2014,m,apricot
125347,21-30,w,6,Yorkshire Terrier,2014,m,Black/Brown/White
125348,41-50,m,4,Malteser,2014,w,White
125350,41-50,m,8,Pekingese,2014,m,White
125351,51-60,w,10,Malteser,2014,w,White
125357,21-30,w,7,Galgo Español,2011,m,beige/White
125358,21-30,w,9,Deutscher Schäfer,2014,w,Brown
125364,31-40,w,11,Berger des Pyrenées,2010,m,Dark Brown
125368,31-40,w,3,Parson Russell Terrier,2009,m,Black/White
125368,31-40,w,3,Parson Russell Terrier,2008,m,tricolor
125370,31-40,w,11,Malteser,2006,w,White
125370,31-40,w,11,Malteser,2007,w,White
125372,31-40,m,9,Rauhaar Dackel,2011,w,Wild Boar Coloured
125379,41-50,w,9,Zwergpudel,2002,m,Black/White
125379,41-50,w,9,Zwergpudel,2013,w,Black
125384,31-40,w,10,True gross,2004,w,Brown
125397,31-40,w,7,Yorkshire Terrier,2012,m,beige/Grey
125399,31-40,m,12,Redtweiler,2014,m,Black
125400,31-40,w,8,Epagneul Breton,2008,w,White/Red
125401,31-40,m,6,English Springer Spaniel,2005,m,Black/White
125401,31-40,m,6,Labrador Retriever,2006,w,Gold en
125405,31-40,w,10,Pudel,2005,w,White/beige
125407,41-50,m,8,Zwergpudel,2008,m,Brown
125408,21-30,w,11,Chihuahua,2013,m,Brown
125409,21-30,m,4,Mops,2013,m,Black
125469,41-50,w,12,True klein,2014,m,tricolor
125470,21-30,w,10,Spitz,2014,m,orange
125471,61-70,w,6,Welsh Terrier,2008,m,black/tan
125472,41-50,w,11,True klein,2012,m,Bright Brown
125473,31-40,m,10,True klein,2013,m,Black/White
125475,41-50,w,5,Shih Tzu,2001,m,Brown/White
125507,31-40,w,2,Yorkshire Terrier,2004,w,blue/tan
125539,61-70,w,10,West Highland White Terrier,2002,w,White
125540,51-60,w,6,Continental Bulldog,2008,m,Yellow/White
125549,51-60,w,7,Bolonka Zwetna,2013,m,Black/Silver
125549,51-60,w,7,Bolonka Zwetna,2013,m,Brown
125554,21-30,w,4,Manchester Terrier,2015,m,black/tan
125554,21-30,w,4,Bolonka Zwetna,2009,m,Brown
125555,21-30,w,2,Zwergspitz,2014,w,beige
125560,51-60,w,8,Schweizer Sennenhund,2006,w,tricolor
125568,51-60,w,7,Havaneser,2014,w,Black
125575,21-30,w,11,Boxer,2009,w,fawn
125577,31-40,m,9,Shiba Inu,2014,m,Red
125586,61-70,m,9,Mops,2010,m,Black
125587,31-40,w,11,True klein,2007,w,Black/White
125587,31-40,w,11,True klein,2006,w,White
125588,21-30,w,12,Mops,2010,m,beige
125589,51-60,w,11,Zwergpinscher,2010,w,Brown
125605,31-40,w,6,Chihuahua,2009,w,Brown/White
125606,31-40,w,7,Bichon Havanais,2015,m,White/Black
125610,21-30,w,9,Spitz,2014,m,Black/Grey
125611,21-30,w,7,Zwergschnauzer,2011,m,Black
125614,41-50,w,7,Labrador Retriever,2013,w,Silver
125616,21-30,w,11,True klein,2013,w,Black
125617,31-40,m,10,Labrador Retriever,2014,m,Brown
125618,31-40,w,3,Malteser,2014,m,White
125626,31-40,m,6,Berner Sennenhund,2013,m,tricolor
125627,51-60,w,6,Whippet,2008,w,Black
125628,31-40,w,7,Labrador Retriever,2005,m,Black
125630,21-30,w,10,True klein,2012,w,White/beige
125631,31-40,w,7,Bichon frisé,2012,m,White
125632,31-40,w,3,West Highland White Terrier,2006,w,White
125633,51-60,w,7,Zwergdackel,2004,m,Wild Boar Coloured
125634,51-60,w,6,Boston Terrier,2003,m,Black/White
125641,21-30,w,12,Mops,2009,m,beige
125643,31-40,w,6,Malteser,2012,w,White
125645,21-30,m,11,Redtweiler,2015,m,Black/Brown
125651,61-70,w,7,Podenco,2009,w,Brown
125652,21-30,m,11,Husky,2011,m,Grey/White
125656,51-60,w,11,Welsh Terrier,2015,w,black/tan
125663,51-60,w,5,Grosspudel,2012,m,Black
125665,41-50,m,3,Terrier,2007,w,Black/Brown
125668,41-50,w,9,True klein,2008,m,Bright Brown/White
125670,31-40,m,3,Boston Terrier,2011,m,Brown/White
125672,21-30,w,3,Malteser,2014,w,White
125674,41-50,m,5,Französische Bulldogge,2011,m,fauve
125676,51-60,w,2,Rhodesian Ridgeback,2015,w,Bright Brown
125677,51-60,w,7,True klein,2007,m,Grey/Brown
125689,51-60,w,7,Mittelpudel,2014,m,Black
125693,31-40,w,3,True klein,2013,w,Black
125705,41-50,m,7,Labradoodle,2011,w,choco
125721,91-100,w,6,Yorkshire Terrier,2003,w,beige
125728,21-30,w,3,Chihuahua,2010,m,Brown/White
125729,31-40,m,12,Zwergschnauzer,2014,m,Black/Silver
125738,51-60,w,10,Chihuahua,2012,m,beige/White
125740,31-40,w,8,True klein,2010,w,tricolor
125743,31-40,w,11,Polnische Bracke,2014,w,Black
125749,41-50,w,2,Barbet,2014,m,Black/White
125751,41-50,w,12,True klein,2014,m,Black
125752,51-60,m,11,Malteser,2014,m,White
125770,31-40,w,2,Malteser,2014,w,White
125773,51-60,w,12,Labrador Retriever,2003,m,Black
125775,41-50,m,2,Yorkshire Terrier,2009,m,black/tan
125776,51-60,w,2,Yorkshire Terrier,2014,w,black/tan
125782,51-60,w,8,Border Terrier,2008,w,Brown
125783,21-30,m,12,Redtweiler,2014,m,Black/Brown
125784,41-50,m,5,Lagotto Romagnolo,2014,w,Brown/Grey
125785,41-50,w,7,Cavalier King Charles Spaniel,2014,m,black/tan
125791,21-30,w,10,Chihuahua,2007,m,black/tan
125794,51-60,w,2,Labrador Retriever,2014,m,Black
125798,51-60,w,8,Bichon Havanais,2011,m,White/Black
125804,31-40,w,9,True klein,2008,m,Black/White
125808,51-60,m,7,Englische Bulldogge,2014,w,Brown/White
125808,51-60,m,7,Englische Bulldogge,2014,w,Brown/White
125809,71-80,w,10,True gross,2004,w,blond Colour
125812,31-40,w,11,Labrador Retriever,2013,w,beige
125816,41-50,m,12,Yorkshire Terrier,2014,m,Black/Brown
125818,41-50,m,6,Gold en Retriever,2015,m,Gold en
125820,31-40,m,8,Französische Bulldogge,2014,m,beige
125824,31-40,w,8,Mops,2014,m,beige/Black
125825,51-60,m,7,Weimaraner,2009,m,Grey
125829,31-40,w,6,True klein,2009,w,White/Black
125832,51-60,w,7,Bolonka Zwetna,2009,w,Black
125835,41-50,w,11,Bull Terrier,2014,m,White
125852,71-80,w,12,Pudel,2004,w,Black
125855,21-30,m,3,True klein,2007,w,beige
125859,51-60,w,11,Jack Russel Terrier,2014,m,Brown
125859,51-60,w,11,Jack Russel Terrier,2010,w,tricolor
125862,31-40,w,12,Chihuahua,2014,m,Black
125865,21-30,w,12,Zwergspitz,2014,w,orange
125866,31-40,w,11,True klein,2002,w,Black
125867,21-30,m,11,Shih Tzu,2004,m,tricolor
125870,21-30,m,3,Jack Russel Terrier,2009,w,tricolor
125871,31-40,w,3,Rhodesian Ridgeback,2011,w,Red/Brown
125872,41-50,w,7,True klein,2009,m,White/beige
125876,21-30,w,11,Zwergspitz,2014,m,sable
125877,71-80,w,7,English Cocker Spaniel,2015,m,Black/loh
125884,31-40,m,9,Weimaraner,2014,m,Grey/Silver
125889,61-70,w,7,Chihuahua,2007,m,Red/Brown
125891,71-80,w,6,Kerry Blue Terrier,2004,w,Black/Grey
125892,51-60,w,1,Gold en Retriever,2000,w,Gold en
125893,41-50,w,4,Yorkshire Terrier,2007,w,Blue
125897,21-30,w,3,Französische Bulldogge,2013,m,Brindle
125898,41-50,w,11,Bolonka Zwetna,2014,m,White/beige
125900,20-Nov,w,9,Jack Russel Terrier,2011,m,tricolor
125901,31-40,m,2,True gross,2014,w,Black/Brown/White
125902,31-40,w,2,Gold en Retriever,2015,w,Gold en
125904,41-50,w,7,True klein,2002,w,Grey
125912,41-50,w,1,Yorkshire Terrier,2014,m,Black/Brown
125924,21-30,w,11,Englische Bulldogge,2006,w,Brown/White
125924,21-30,w,11,Chihuahua,2009,w,beige
125930,31-40,w,6,Shetland Sheepdog,2009,w,sable
125931,31-40,m,11,Terrier,2004,w,tricolor
125933,31-40,w,2,Magyar Viszla,2010,w,Bright Brown
125937,41-50,m,6,Transylvanischer Laufhund,2014,m,Black/Brown
125970,51-60,m,11,Zwergspitz,2014,m,White
125973,31-40,w,4,Appenzeller Sennenhund,2002,w,tricolor
125974,31-40,w,11,Schnauzer,2006,m,pfeffer/salz
125975,31-40,w,7,Chihuahua,2014,m,black/tan
125980,21-30,w,10,Dachshund,2008,w,Brown
125994,31-40,w,2,Labrador Retriever,2009,w,Black
125995,71-80,m,10,Pekingese,1999,w,White/beige
125997,21-30,m,9,Englische Bulldogge,2014,m,White
126008,41-50,w,7,Flat Coated Retriever,2010,w,Black
126018,31-40,m,5,True klein,2014,w,Black/White
126019,21-30,w,11,Beagle,2008,w,Brown/White
126020,61-70,w,6,Welsh Corgi,2012,m,weizen
126025,21-30,m,6,Appenzeller,2003,w,tricolor
126027,41-50,w,6,Ratero,2004,m,Black/White
126047,21-30,w,6,Border Collie,2005,w,blue/merle
126048,31-40,w,7,Chihuahua,2003,m,Brown/White
126048,31-40,w,7,Chihuahua,2006,w,Brown
126049,31-40,w,2,Husky,2005,w,Brown/White/Black
126054,51-60,w,3,Jack Russel Terrier,2007,m,tricolor
126062,61-70,w,10,Coton de Tulear,2005,m,White
126116,61-70,w,8,Rauhaar Dackel,2004,m,Wild Boar Coloured
126116,61-70,w,8,Rauhaar Dackel,2009,m,Wild Boar Coloured
126116,61-70,w,8,Rauhaar Dackel,2002,w,Wild Boar Coloured
126118,21-30,w,11,Chihuahua,2014,m,White/beige
126120,21-30,w,11,Setter,2010,w,Black
126121,51-60,m,3,Berner Sennenhund,2010,m,tricolor
126122,61-70,w,10,Yorkshire Terrier,2015,m,Brown/Black
126124,21-30,w,3,Weimaraner,2015,m,Grey
126125,41-50,m,4,Chihuahua,2009,m,beige
126131,41-50,w,8,Zwergdachshund,2015,m,Wild Boar Coloured
126147,41-50,m,3,Mastiff,2012,m,Brindle
126178,21-30,m,11,English Cocker Spaniel,2011,m,Brown
126190,31-40,m,11,Dogo Argentino,2015,m,White
126193,21-30,w,12,Mops,2006,m,Black
126195,20-Nov,w,11,Französische Bulldogge,2014,w,Brindle
126203,21-30,w,7,Gold en Retriever,2015,w,Gold en
126212,21-30,w,11,Malteser,2011,m,White
126226,21-30,w,10,Italienisches Windspiel,2015,m,Grey
126230,31-40,w,11,Labrador Retriever,2011,m,Black
126234,31-40,m,7,Französische Bulldogge,2015,w,Black
126235,21-30,w,10,Parson Jack Russell Terrier,2015,w,White/Brown/Black
126236,31-40,w,8,Cavalier King Charles Spaniel,2014,w,apricot
126244,31-40,w,8,Jack Russel Terrier,2006,m,tricolor
126245,21-30,m,5,Jack Russel Terrier,2011,m,White/Brown
126250,21-30,m,2,True gross,2014,m,Black/White
126251,41-50,w,4,Malteser,2014,w,White
126252,21-30,w,5,Chihuahua,2010,w,Red/White
126253,41-50,m,9,Dachshund,2015,m,Black/Red
126255,41-50,m,11,Yorkshire Terrier,2015,w,black/tan
126257,31-40,m,9,Redtweiler,2015,w,Brown/Black
126271,61-70,w,10,True klein,2004,m,White/Red
126288,41-50,w,8,Labradoodle,2011,m,White
126290,71-80,w,3,True klein,2008,m,Brown
126294,71-80,w,10,Labrador Retriever,2003,m,Black
126302,21-30,w,7,True gross,2015,m,tricolor
126303,61-70,w,4,Malteser,2015,w,White
126309,41-50,m,4,Tibetan Spaniel,2001,w,tricolor
126310,41-50,w,9,True klein,2010,m,Black/White
126311,21-30,w,11,Cocker Spaniel,2010,m,White
126338,71-80,m,9,Havaneser,2015,m,tricolor
126339,21-30,w,3,Französische Bulldogge,2013,w,White/Black
126340,41-50,w,11,Sibirischer Husky,2013,w,Brown/White
126342,61-70,w,11,True klein,2011,w,Brown
126344,31-40,m,8,Schäfer,2013,m,Brown/Black
126349,21-30,w,8,Shih Tzu,2014,m,Bright Brown/White
126386,51-60,w,9,Zwergpudel,2014,w,Black
126386,51-60,w,9,Zwergpudel,2014,w,Black
126390,81-90,w,2,Pinscher,2001,w,Brown
126393,31-40,m,3,Podenco,2008,w,Brown
126396,31-40,w,9,True gross,2006,m,Red/Brown
126403,31-40,m,7,Beagle,2015,w,tricolor
126405,21-30,w,7,Chihuahua,2010,m,White
126407,41-50,m,6,True klein,2014,w,White
126411,21-30,w,9,Weimaraner,2013,m,Blue
126428,51-60,w,7,Altdeutscher Schäfer,2012,w,SilverGrey
126428,51-60,w,7,Australian Shepherd,2015,w,red merle
126431,21-30,w,12,Labrador Retriever,2014,w,Brown
126432,41-50,m,4,Tibet Terrier,2002,w,beige
126437,41-50,w,5,True klein,2015,w,Brown
126442,31-40,m,9,Appenzeller Sennenhund,2015,w,tricolor
126448,61-70,m,11,Grosspudel,2015,m,Black
126451,21-30,w,5,Mops,2011,m,beige/Black
126452,51-60,w,6,True gross,2005,m,Brown
126452,51-60,w,6,True gross,2005,m,Yellow
126453,31-40,w,2,Parson Russell Terrier,2015,w,tricolor
126454,31-40,m,5,Parson Russell Terrier,2014,m,White/Red
126455,51-60,w,11,Yorkshire Terrier,2015,w,choco
126462,31-40,m,10,Französische Bulldogge,2015,w,White
126477,41-50,w,7,Schweizer Sennenhund,2015,w,Black/Brown/White
126480,31-40,w,2,Deutscher Schäfer,2014,w,Grey
126482,31-40,m,12,Labrador Retriever,2005,w,Black
126491,71-80,w,2,Malteser,2008,m,White
126492,31-40,w,11,Chihuahua,2007,w,Black
126504,21-30,w,12,Chihuahua,2014,m,Bright Brown
126534,51-60,w,8,Zwergpudel,2015,w,Black
126540,51-60,m,4,English Cocker Spaniel,2009,m,Brown Dull Grey
126560,21-30,w,2,Dalmatiner,2015,m,White/Black
126560,21-30,w,2,Podenco,2009,m,Bright Brown
126572,41-50,m,6,Briard,2003,m,creme
126590,21-30,w,12,Französische Bulldogge,2014,w,White Brindle
126597,61-70,m,4,Jack Russel Terrier,2014,m,Bright Brown/White
126601,51-60,w,12,Malteser,2015,m,White
126605,51-60,m,11,Chihuahua,2009,m,White/Brown
